age,gender,country,salary,balance,account_type,num_products,has_cr_card,is_active_member,tenure_years,estimated_salary,churn,membership_duration_years
72.0,Female,France,32703.83,48427.55,Checking,4,1,1,4,107445.33,0,4.16986301369863
72.0,Female,Germany,59704.76,72626.89,Savings,2,1,0,2,68628.88,0,6.994520547945205
24.0,Male,USA,53497.09,39694.6,Business,3,0,0,1,93542.86,0,8.167123287671233
70.0,Male,Germany,81423.12,49070.37,Business,4,0,0,9,82480.93,0,8.594520547945205
26.0,Male,Germany,83846.06,56305.81,Business,2,1,1,6,37671.72,1,3.0712328767123287
67.0,Male,Germany,61195.68,47345.07,Checking,3,1,1,8,40635.86,1,5.589041095890411
21.0,Male,USA,60641.69,17141.81,Business,3,0,1,1,69813.34,0,7.868493150684931
19.0,Female,India,86615.31,20427.84,Business,2,1,1,2,29078.45,0,4.115068493150685
73.0,Male,USA,53876.5,40346.63,Business,3,0,0,7,55404.36,0,4.432876712328767
44.0,Other,USA,54896.21,52350.05,Savings,3,1,1,4,51415.0,1,3.4712328767123286
50.0,Female,Cambodia,26931.47,41762.81,Savings,4,0,1,10,142339.48,0,8.128767123287671
49.0,Male,USA,81964.17,14275.07,Savings,3,0,1,0,62299.04,0,5.654794520547945
74.0,Female,USA,57754.67,30093.34,Savings,1,0,1,5,53752.22,0,7.545205479452055
61.0,Other,USA,88421.36,7258.53,Savings,4,1,1,0,46518.62,0,5.895890410958904
62.0,Female,Germany,29824.67,46758.69,Savings,4,1,0,3,121315.51,0,2.736986301369863
63.0,Male,Germany,47714.65,74588.91,Savings,3,0,1,3,48462.28,0,9.4
54.0,Female,USA,83651.88,45536.68,Business,2,0,1,3,116559.19,0,1.5698630136986302
44.0,Male,Cambodia,68154.75,-4109.83,Business,1,1,1,10,54031.47,0,7.06027397260274
45.0,Female,France,30421.76,37101.17,Savings,1,1,1,8,98236.37,0,6.994520547945205
20.0,Female,Cambodia,83063.98,34708.25,Checking,4,0,1,2,66258.19,1,5.238356164383561
68.0,Female,France,35508.74,44571.21,Business,3,0,1,0,66063.48,0,2.147945205479452
60.0,Female,UK,90286.89,53951.25,Checking,4,1,1,2,86695.1,0,8.301369863013699
25.0,Female,UK,62822.26,17320.28,Business,3,0,0,1,70998.11,0,4.841095890410959
61.0,Male,France,68601.28,17125.35,Checking,4,0,1,1,32942.88,0,3.947945205479452
67.0,Male,USA,57973.94,28650.89,Business,4,0,0,1,53531.38,0,7.131506849315069
67.0,Male,France,62191.89,69854.88,Checking,1,1,1,7,42074.39,1,7.013698630136986
58.0,Female,UK,62074.01,29331.25,Business,4,0,1,10,32001.82,0,4.5698630136986305
54.0,Male,France,77641.53,19684.02,Savings,3,0,1,2,122928.12,0,6.205479452054795
70.0,Male,Germany,58425.79,27011.71,Checking,3,1,1,8,93028.78,0,6.367123287671233
66.0,Male,India,96557.71,46578.74,Business,2,1,1,0,41726.63,0,6.865753424657535
62.0,Female,Germany,41596.55,-5462.16,Savings,4,1,1,5,110023.78,0,9.95890410958904
55.0,Female,Cambodia,81516.48,30363.5,Business,1,1,1,1,66058.78,0,6.501369863013698
73.0,Female,Germany,74104.38,28043.82,Business,1,1,1,6,85435.03,0,7.145205479452055
39.0,Female,India,90835.01,32837.56,Savings,4,0,1,9,120301.33,1,7.301369863013699
31.0,Male,USA,63023.04,21086.8,Checking,3,0,0,7,100503.99,0,3.1671232876712327
32.0,Female,India,68235.61,8382.6,Savings,2,0,0,7,92814.91,0,2.8876712328767122
72.0,Female,USA,67952.38,53645.48,Savings,3,1,1,8,106456.24,0,5.698630136986301
63.0,Female,UK,29601.96,-1767.12,Business,1,0,1,6,78821.27,0,7.073972602739726
35.0,Female,UK,141747.67,41955.88,Business,3,0,0,7,90818.79,0,2.791780821917808
18.0,Female,UK,100229.27,48624.5,Savings,3,1,0,7,81957.52,0,2.4246575342465753
29.0,Female,UK,40502.9,36262.9,Business,1,1,1,9,48455.18,0,6.704109589041096
71.0,Female,France,14986.99,58566.06,Business,3,0,1,6,66633.14,0,6.013698630136986
58.0,Female,USA,61304.6,45725.73,Business,2,0,1,9,54945.73,0,4.1068493150684935
59.0,Male,India,87083.2,61095.36,Savings,2,1,1,7,53773.32,1,6.69041095890411
70.0,Female,USA,59033.8,51919.87,Savings,1,1,0,10,58513.33,0,7.884931506849315
67.0,Female,USA,107229.91,57357.08,Business,4,0,0,5,63018.56,0,1.358904109589041
34.0,Male,Germany,40493.79,20704.63,Checking,1,0,1,2,57912.45,0,4.9150684931506845
36.0,Male,France,65624.32,27386.83,Checking,1,0,1,10,97626.74,0,4.895890410958904
53.0,Female,USA,57284.38,35321.83,Savings,3,0,1,3,73074.44,1,6.83013698630137
65.0,Male,USA,78285.35,35069.25,Savings,1,0,1,8,40817.46,0,4.854794520547945
24.0,Female,UK,79998.0,46505.76,Savings,3,0,0,4,67046.87,0,1.9397260273972603
26.0,Male,Cambodia,89715.87,20006.12,Checking,3,0,0,7,46700.77,1,3.4794520547945207
25.0,Female,Germany,56901.65,34874.97,Checking,2,0,0,5,120874.09,0,2.736986301369863
42.0,Female,India,91444.81,47541.6,Checking,4,1,1,7,101908.86,0,2.1041095890410957
24.0,Male,Cambodia,68624.56,-3308.89,Savings,1,0,0,4,77976.57,0,5.131506849315069
59.0,Male,Germany,93992.99,56134.66,Checking,4,1,1,2,65166.95,0,8.361643835616439
25.0,Male,UK,97491.15,75899.92,Savings,4,1,1,9,82351.11,0,5.641095890410959
41.0,Male,UK,60457.65,16692.71,Business,2,0,0,9,107569.96,0,3.2958904109589042
34.0,Female,UK,43152.47,64593.34,Business,4,1,1,1,92231.67,0,8.531506849315068
48.0,Female,UK,22373.89,51554.91,Checking,2,1,0,9,53239.82,0,9.945205479452055
29.0,Male,USA,47629.13,73792.97,Checking,1,0,0,7,29797.0,0,8.301369863013699
74.0,Male,France,77064.89,26938.04,Savings,1,0,0,3,63284.92,0,4.980821917808219
19.0,Male,UK,-4697.56,13673.96,Checking,2,1,1,3,59498.11,0,7.052054794520548
29.0,Female,France,34145.95,-9692.3,Savings,3,1,1,1,34529.74,0,7.30958904109589
44.0,Male,USA,44674.33,32105.99,Checking,2,1,0,10,34540.45,0,9.4
63.0,Male,UK,57912.8,38264.93,Business,2,1,1,4,44662.86,0,9.520547945205479
24.0,Male,Cambodia,51954.75,71285.13,Checking,1,0,1,5,27670.68,0,2.208219178082192
30.0,Other,UK,52427.56,72210.03,Checking,4,1,0,4,68813.85,0,3.210958904109589
70.0,Female,USA,26722.51,21737.66,Savings,2,0,1,6,12522.25,0,4.638356164383562
53.0,Female,UK,104244.12,51152.63,Savings,2,0,0,2,70232.23,0,5.972602739726027
66.0,Male,UK,12424.39,36458.73,Checking,2,0,1,5,40864.38,0,7.589041095890411
52.0,Male,UK,88381.31,32400.82,Checking,2,1,1,0,97575.64,0,3.052054794520548
47.0,Female,Germany,40622.83,17477.32,Checking,2,1,1,3,24073.28,0,6.6876712328767125
48.0,Male,France,29697.62,32593.25,Business,3,1,0,1,57283.86,0,5.6219178082191785
34.0,Male,India,76950.18,51862.32,Business,2,1,1,10,126021.57,0,7.791780821917809
20.0,Female,Germany,64212.16,32100.97,Business,3,1,1,3,60572.22,0,8.860273972602739
27.0,Male,France,44161.07,33258.79,Checking,1,0,0,5,116015.71,0,2.621917808219178
51.0,Female,Germany,48426.68,-1787.19,Business,3,0,1,10,90713.1,0,6.756164383561644
49.0,Female,India,146788.74,33192.42,Savings,3,0,0,2,91217.81,0,6.063013698630137
46.0,Female,USA,39300.34,25371.94,Business,1,0,1,9,48607.85,0,3.9342465753424656
63.0,Female,Cambodia,23429.44,16021.95,Business,4,0,1,2,92749.21,0,6.336986301369863
28.0,Male,France,88261.47,17532.08,Savings,4,0,1,5,91740.91,1,3.9232876712328766
63.0,Male,France,66662.92,21466.31,Savings,1,0,1,9,84868.53,1,3.1123287671232878
21.0,Male,USA,47802.12,40828.53,Savings,3,1,1,10,45399.84,0,3.180821917808219
19.0,Female,France,49836.9,46209.27,Checking,2,0,1,8,93992.59,1,7.156164383561644
51.0,Female,France,52565.42,32245.0,Business,2,1,1,10,87251.49,0,7.013698630136986
60.0,Female,India,88413.41,38534.39,Checking,2,0,0,5,128284.44,0,6.279452054794521
22.0,Female,Cambodia,88599.31,57846.37,Business,1,1,0,3,65095.69,0,8.389041095890411
37.0,Female,UK,54871.37,40553.23,Savings,2,1,0,10,-7808.35,0,3.1506849315068495
38.0,Male,France,34466.54,51071.73,Savings,3,0,1,6,98016.42,0,6.468493150684932
34.0,Female,USA,113618.16,34522.65,Checking,4,1,1,10,43117.94,0,5.476712328767123
45.0,Male,UK,59969.45,21706.8,Checking,3,0,1,8,89678.51,1,9.495890410958904
35.0,Other,India,106471.72,69521.08,Savings,2,1,0,2,110282.11,0,1.6027397260273972
20.0,Female,France,70412.65,31065.09,Savings,2,0,1,10,83401.57,0,5.646575342465753
22.0,Male,France,73180.55,21947.63,Checking,1,0,0,8,52914.39,0,2.452054794520548
70.0,Female,France,61493.26,3624.23,Business,4,0,1,0,57186.71,0,8.561643835616438
69.0,Male,USA,40647.55,52430.65,Checking,4,0,1,2,85094.24,0,8.821917808219178
31.0,Male,India,90418.99,27690.38,Savings,3,1,0,8,28093.66,0,3.610958904109589
65.0,Female,India,24591.16,37871.45,Savings,4,0,1,8,99626.93,0,4.69041095890411
43.0,Male,India,35581.49,40224.97,Business,4,1,0,7,102687.32,0,3.032876712328767
36.0,Female,India,40573.83,25246.27,Business,4,1,0,1,96573.67,0,5.065753424657534
58.0,Female,UK,66281.46,56467.98,Business,4,0,1,8,89750.04,0,9.180821917808219
34.0,Male,France,59604.06,44097.57,Business,1,0,1,8,77702.21,0,9.772602739726027
71.0,Female,Cambodia,13432.75,17966.44,Savings,2,0,0,9,71120.07,0,2.126027397260274
56.0,Male,India,117934.96,8117.24,Savings,2,1,1,1,18289.33,0,8.810958904109588
59.0,Female,Germany,78995.85,50624.92,Business,4,0,0,10,95028.26,0,2.9178082191780823
21.0,Female,Germany,47725.52,30178.41,Savings,1,1,1,8,34023.34,0,7.145205479452055
59.0,Female,Cambodia,70833.36,48958.1,Savings,4,0,0,10,42011.1,0,7.728767123287671
52.0,Male,UK,71174.69,30007.47,Business,4,0,0,4,104424.28,0,7.8273972602739725
41.0,Male,Germany,51746.54,39242.93,Checking,1,0,1,6,62442.15,0,8.476712328767123
58.0,Male,Germany,69846.55,51108.41,Checking,4,1,1,3,107411.81,0,7.923287671232877
30.0,Female,Germany,70140.14,4975.75,Savings,2,0,1,9,85493.96,0,5.3561643835616435
50.0,Female,UK,87285.49,68721.98,Business,2,0,1,3,52299.52,0,3.1205479452054794
32.0,Male,France,61726.52,42512.59,Business,1,1,1,9,40938.01,0,6.928767123287671
32.0,Male,UK,68040.91,-5880.57,Business,2,1,1,9,81083.29,0,2.5506849315068494
48.0,Female,USA,54778.32,61962.42,Business,2,0,1,2,34068.04,1,8.134246575342466
60.0,Male,USA,49164.48,54773.32,Savings,4,1,1,5,81144.35,0,6.8191780821917805
45.0,Male,Germany,40762.21,31201.97,Checking,2,0,0,8,51164.07,0,9.632876712328768
27.0,Female,Germany,39898.94,62915.29,Business,3,1,0,9,56785.7,0,8.427397260273972
74.0,Male,France,48378.84,22224.4,Checking,1,1,1,0,85716.05,0,8.065753424657535
24.0,Female,Cambodia,54103.39,32395.34,Business,3,1,1,8,50286.02,0,9.386301369863014
24.0,Male,USA,50517.76,45417.62,Checking,4,1,1,0,62611.68,0,2.526027397260274
22.0,Female,Germany,51684.73,56678.01,Checking,1,0,0,1,41867.54,0,7.742465753424658
43.0,Female,France,52690.62,51336.98,Savings,1,1,1,5,40230.0,1,8.830136986301369
72.0,Female,USA,58802.46,7284.67,Business,1,1,1,5,-4409.94,1,7.095890410958904
33.0,Male,Germany,102454.53,40981.33,Checking,1,1,1,4,56363.37,0,5.326027397260274
74.0,Female,France,50521.41,39143.22,Savings,4,0,0,8,112125.02,0,5.389041095890411
25.0,Female,France,74027.79,58716.39,Business,4,1,1,6,58475.22,0,6.627397260273972
39.0,Male,USA,68742.52,65018.47,Savings,4,0,1,3,70849.4,1,9.183561643835617
51.0,Other,USA,61551.85,60795.57,Business,3,0,1,10,115226.19,0,6.96986301369863
57.0,Female,Cambodia,36047.21,25538.45,Checking,1,1,1,3,61840.95,0,6.117808219178082
45.0,Female,USA,73091.63,6258.34,Savings,1,0,1,6,95000.77,0,8.550684931506849
63.0,Female,France,11859.07,44994.47,Business,2,1,1,9,92798.54,0,7.904109589041096
53.0,Male,USA,34486.14,33226.46,Savings,1,1,1,1,94619.41,0,4.698630136986301
73.0,Female,USA,46459.98,13964.84,Business,3,1,0,5,54852.23,1,6.161643835616438
64.0,Female,France,54386.76,21074.74,Business,4,0,1,8,93540.5,1,8.794520547945206
24.0,Male,Cambodia,62101.78,33820.32,Business,2,0,1,0,94655.98,0,1.5041095890410958
57.0,Male,USA,75754.22,23879.73,Savings,3,0,1,0,38615.24,0,5.794520547945205
60.0,Male,USA,64221.73,34682.03,Business,1,0,1,2,22721.26,0,6.361643835616438
45.0,Male,USA,51601.88,33541.31,Savings,3,0,1,10,58037.68,0,2.3753424657534246
19.0,Other,Cambodia,51865.58,40496.93,Checking,2,0,1,8,111813.28,0,2.219178082191781
26.0,Female,France,31637.38,15482.28,Checking,3,0,0,10,41014.29,0,9.819178082191781
23.0,Male,India,7312.9,21037.4,Business,4,0,1,7,68280.07,0,5.961643835616439
72.0,Female,UK,28118.01,61971.98,Savings,4,1,1,3,71319.84,0,6.002739726027397
18.0,Male,Germany,89271.1,29818.77,Business,3,0,1,2,73700.8,1,4.945205479452055
20.0,Female,UK,42207.17,44528.97,Savings,4,1,1,10,5828.13,0,1.7068493150684931
27.0,Female,Cambodia,46882.52,10639.75,Business,4,1,0,10,100200.94,0,8.693150684931506
54.0,Female,France,85526.19,58754.85,Business,1,1,0,3,103497.43,0,6.810958904109589
61.0,Female,India,-6047.99,58031.69,Business,1,1,1,3,79851.07,0,4.3342465753424655
40.0,Male,Cambodia,45349.7,40977.89,Checking,4,1,1,9,93224.84,0,1.7561643835616438
50.0,Female,France,32551.93,22720.29,Savings,4,1,0,9,34645.24,0,2.356164383561644
26.0,Female,USA,67339.46,6274.52,Business,2,1,0,3,70030.65,0,2.084931506849315
70.0,Female,Cambodia,73922.49,80486.51,Savings,4,1,1,5,97351.84,0,6.726027397260274
30.0,Female,Germany,74329.01,26890.59,Checking,4,1,1,0,30804.77,0,3.5095890410958903
68.0,Female,France,73849.89,23066.55,Savings,1,0,1,3,49815.0,0,5.367123287671233
24.0,Female,India,66223.49,42985.92,Business,2,1,0,0,90981.77,0,4.8493150684931505
43.0,Female,USA,120834.68,10051.6,Savings,1,1,1,9,45336.51,0,6.252054794520548
33.0,Male,India,6801.32,23192.11,Business,1,0,1,4,16283.61,0,7.824657534246575
57.0,Male,Germany,115017.72,6181.14,Checking,3,1,0,9,102245.2,0,9.961643835616439
43.0,Female,India,103548.37,63864.39,Checking,3,0,1,5,34079.59,0,9.89041095890411
68.0,Male,India,56288.84,33342.61,Checking,3,0,1,6,52567.31,0,9.586301369863014
56.0,Female,USA,42323.94,5953.37,Business,1,0,1,2,61340.28,0,7.635616438356164
72.0,Male,India,43542.66,16998.24,Checking,3,1,0,0,43829.77,0,1.873972602739726
49.0,Male,USA,52786.76,22096.59,Checking,1,1,0,1,87853.35,0,7.975342465753425
53.0,Female,Germany,89908.91,35460.75,Savings,3,0,1,5,140896.3,0,4.936986301369863
59.0,Male,France,-1669.37,16768.95,Savings,2,1,0,7,36254.21,1,6.104109589041096
74.0,Male,USA,110243.38,27697.15,Checking,3,1,0,10,82763.99,0,9.394520547945206
18.0,Male,Cambodia,59976.69,22253.57,Checking,1,1,1,3,79729.73,0,9.416438356164383
66.0,Female,Cambodia,89419.86,6267.42,Business,3,0,1,0,63472.83,1,9.926027397260274
38.0,Female,France,29259.98,16697.49,Checking,1,0,1,8,92830.35,0,4.824657534246575
30.0,Female,UK,78091.04,19567.77,Checking,3,1,0,6,70319.07,0,7.043835616438356
68.0,Male,India,69668.38,10613.47,Savings,3,1,0,3,105076.68,0,4.761643835616439
43.0,Female,France,74100.45,6130.33,Savings,4,1,1,1,39107.04,1,7.550684931506849
62.0,Male,India,42704.98,23096.5,Checking,2,0,1,1,91003.56,0,1.8383561643835618
26.0,Male,USA,50433.59,52292.69,Checking,2,0,1,9,164759.06,0,8.791780821917808
54.0,Female,India,29123.45,32041.46,Business,3,0,1,8,121789.84,0,6.561643835616438
40.0,Male,Germany,79102.33,-28660.87,Checking,2,1,1,1,61591.61,0,6.912328767123288
18.0,Male,Cambodia,93563.77,55202.16,Savings,4,1,1,10,56371.55,0,6.682191780821918
19.0,Male,France,67057.84,21139.67,Checking,1,0,1,4,34881.82,0,4.487671232876712
60.0,Male,India,-6983.93,63758.98,Business,4,0,0,5,12060.45,1,2.947945205479452
45.0,Female,France,93917.8,51134.83,Savings,3,1,1,2,31396.94,0,4.704109589041096
53.0,Male,France,62978.34,28866.88,Business,3,1,0,9,62972.57,0,7.989041095890411
48.0,Other,Germany,-6359.86,31099.22,Checking,1,0,1,10,65200.92,0,5.345205479452055
58.0,Female,USA,17418.15,12182.09,Business,4,1,1,8,92257.82,1,7.616438356164384
22.0,Male,India,33658.33,48030.28,Savings,1,0,1,6,94800.93,1,8.46027397260274
54.0,Female,UK,59989.76,67331.07,Business,1,1,0,5,38500.19,0,4.47945205479452
42.0,Female,France,34462.51,20461.55,Checking,4,1,1,3,96643.24,0,4.843835616438356
51.0,Female,UK,82848.22,74471.7,Checking,2,1,0,10,72543.45,0,8.512328767123288
56.0,Female,France,89684.62,36726.26,Business,4,1,1,7,85960.16,0,3.6684931506849314
66.0,Male,UK,83737.07,4519.33,Checking,2,1,1,5,92278.84,0,9.142465753424657
49.0,Female,India,19100.03,7722.87,Checking,4,1,1,8,30373.52,0,1.263013698630137
28.0,Female,India,83575.03,69085.45,Savings,3,0,1,7,-4667.18,0,4.9150684931506845
42.0,Female,France,109063.83,13994.81,Savings,4,1,0,7,78645.29,0,9.572602739726028
20.0,Female,France,66506.93,41745.9,Business,4,1,0,2,90858.28,0,2.767123287671233
62.0,Male,Cambodia,90409.86,18356.91,Checking,1,1,1,1,145391.43,0,6.8931506849315065
67.0,Other,India,73903.68,-3401.63,Checking,2,1,1,8,56385.79,0,7.545205479452055
69.0,Female,USA,70820.92,28090.0,Checking,2,0,0,5,48614.34,0,3.0246575342465754
49.0,Male,UK,50797.71,34825.49,Savings,4,1,0,4,97050.41,0,6.750684931506849
52.0,Female,France,83274.88,9862.22,Savings,2,0,1,6,100907.31,0,8.084931506849315
49.0,Female,Germany,51723.26,14965.29,Business,4,0,1,2,66643.77,0,1.115068493150685
51.0,Male,UK,48991.07,30913.28,Savings,4,1,0,8,32705.6,0,10.008219178082191
54.0,Male,Cambodia,42188.79,37573.52,Checking,1,0,1,1,73733.39,0,4.742465753424658
69.0,Female,India,80438.8,6142.46,Savings,4,1,1,2,62127.27,0,2.3698630136986303
22.0,Male,Cambodia,65908.62,23358.24,Business,3,0,1,2,77857.17,0,1.358904109589041
62.0,Male,France,67191.57,25586.14,Business,2,0,0,2,52321.84,0,3.5232876712328767
45.0,Female,France,50987.49,247.78,Savings,3,0,0,2,55178.88,0,6.1068493150684935
45.0,Female,India,96444.91,39496.12,Checking,2,0,1,8,60524.74,0,8.964383561643835
25.0,Female,UK,22777.32,46936.42,Savings,1,1,1,5,17771.4,0,5.238356164383561
44.0,Female,USA,79553.44,41238.31,Savings,3,1,1,4,48650.55,0,5.005479452054795
33.0,Female,India,84548.12,8566.8,Business,2,1,0,5,74609.91,0,6.52054794520548
35.0,Female,USA,52064.35,46959.01,Business,2,1,1,0,62943.89,0,5.767123287671233
42.0,Male,France,23753.63,32974.88,Savings,4,1,1,10,97024.42,0,5.684931506849315
65.0,Male,USA,69562.82,54650.05,Savings,4,0,1,4,40408.24,0,7.550684931506849
18.0,Male,USA,89912.24,44565.34,Savings,1,1,1,0,4925.29,0,8.046575342465754
25.0,Female,India,104299.42,41242.59,Checking,3,1,1,2,45070.48,0,3.558904109589041
51.0,Female,France,44656.76,54123.1,Checking,3,0,1,5,129775.62,0,8.93972602739726
41.0,Female,UK,77332.64,12131.06,Business,3,1,1,9,76632.23,0,5.353424657534247
54.0,Female,Germany,72513.26,9722.26,Business,4,0,1,4,47600.86,0,1.1315068493150684
43.0,Female,USA,68046.4,89840.34,Savings,3,0,0,10,93123.2,0,1.6876712328767123
31.0,Female,Germany,74961.65,11173.42,Business,3,0,1,4,51366.82,0,9.372602739726027
46.0,Female,UK,71747.59,51074.39,Savings,2,1,1,0,49628.44,0,4.7315068493150685
24.0,Female,Cambodia,102384.27,59536.52,Business,1,1,1,10,68071.63,0,6.394520547945206
53.0,Male,Germany,94782.65,61922.42,Savings,2,1,1,4,70605.97,0,2.5452054794520547
28.0,Female,UK,61248.55,36334.33,Business,4,0,1,4,54866.75,0,8.076712328767123
29.0,Male,USA,40415.34,16711.87,Savings,4,0,1,8,43701.71,0,6.197260273972603
32.0,Male,Germany,55195.64,60302.2,Savings,1,0,1,7,104607.08,1,2.084931506849315
55.0,Female,UK,46605.53,-2318.0,Business,2,0,0,4,81771.06,1,6.5698630136986305
41.0,Female,France,56061.67,51466.94,Savings,2,1,0,3,130941.37,0,4.813698630136987
18.0,Female,India,9892.82,2840.78,Business,4,0,1,5,51440.13,0,3.0547945205479454
35.0,Female,Cambodia,104984.48,33096.59,Checking,4,1,1,3,55555.16,0,3.021917808219178
63.0,Female,Germany,52387.34,22540.88,Savings,4,0,1,1,69700.61,0,7.572602739726028
73.0,Male,Cambodia,79673.75,26138.39,Savings,1,0,0,9,40971.51,1,8.389041095890411
24.0,Female,Germany,66133.17,61829.87,Checking,1,0,1,1,64145.63,0,7.967123287671233
59.0,Female,Germany,53209.31,24219.53,Savings,4,1,1,9,81341.85,0,5.298630136986302
58.0,Female,Germany,28071.38,55856.25,Business,4,1,1,4,40179.52,0,8.838356164383562
57.0,Male,Germany,54108.22,40242.75,Savings,4,1,1,0,44785.45,0,2.6301369863013697
71.0,Male,Cambodia,48133.97,32454.2,Savings,2,0,1,9,59030.99,0,8.005479452054795
48.0,Female,USA,35655.38,7540.66,Business,3,0,1,8,31822.23,1,7.8191780821917805
50.0,Male,USA,42822.68,7993.5,Savings,4,0,1,8,38182.58,0,3.4027397260273973
69.0,Male,France,71528.95,29747.06,Business,1,1,0,10,81202.08,0,9.457534246575342
47.0,Male,India,81922.2,27126.02,Checking,1,1,1,3,105091.62,0,1.9835616438356165
48.0,Male,Cambodia,30838.18,48532.22,Savings,2,0,1,2,104803.67,0,4.0
51.0,Female,France,37997.66,-2102.45,Savings,3,1,0,2,102703.02,0,7.720547945205479
24.0,Female,USA,65375.59,18425.82,Savings,2,1,1,6,61470.59,0,2.649315068493151
42.0,Female,Germany,55913.54,43610.08,Business,4,0,1,9,57254.36,0,9.64109589041096
33.0,Male,Germany,50843.82,30016.69,Checking,3,0,1,10,35132.26,0,2.684931506849315
39.0,Male,UK,83059.97,5904.71,Checking,3,0,1,2,105019.85,0,6.482191780821918
70.0,Male,UK,19421.15,51974.27,Savings,1,1,1,5,105889.85,1,3.0547945205479454
21.0,Male,Germany,55520.37,23075.92,Checking,2,0,0,10,76081.83,1,7.50958904109589
52.0,Male,Germany,26797.08,27874.01,Checking,2,0,1,4,41854.35,0,5.271232876712329
58.0,Female,France,15972.34,24345.8,Business,2,1,1,4,57972.83,0,7.33972602739726
39.0,Male,USA,8618.85,55282.15,Savings,2,1,0,5,48355.9,0,6.904109589041096
64.0,Female,USA,109610.06,31738.12,Savings,2,1,1,3,29911.49,0,3.3917808219178083
69.0,Female,Germany,25865.84,50461.86,Savings,4,1,0,8,75012.34,0,6.010958904109589
52.0,Male,USA,52108.56,25289.69,Business,4,1,1,7,37419.21,0,1.884931506849315
61.0,Male,India,61486.98,42184.11,Business,3,0,1,9,56790.64,0,1.5835616438356164
32.0,Female,USA,62976.1,13251.05,Business,1,1,0,5,49796.56,1,4.419178082191781
69.0,Male,Cambodia,75522.3,55023.44,Business,4,0,1,7,80344.77,0,9.342465753424657
57.0,Female,France,58724.8,28866.61,Checking,2,1,1,5,42118.08,0,1.9287671232876713
61.0,Other,USA,48660.01,59983.72,Business,2,1,1,5,130191.09,0,9.556164383561644
38.0,Male,USA,65493.58,33953.39,Business,3,1,1,7,50610.84,0,7.134246575342465
30.0,Male,France,65235.77,36913.64,Checking,4,1,1,8,56621.17,0,5.906849315068493
64.0,Male,France,61267.72,80729.98,Checking,1,0,1,2,15039.36,0,1.547945205479452
28.0,Male,Germany,76022.27,49907.93,Savings,4,1,0,6,75125.69,1,8.016438356164384
66.0,Male,France,44356.57,38890.1,Savings,4,1,0,3,89879.54,0,6.953424657534247
70.0,Female,Cambodia,54980.08,10616.35,Savings,3,0,0,7,94480.41,0,8.687671232876712
73.0,Female,Germany,26854.52,19894.92,Checking,4,0,1,4,99035.84,0,2.9123287671232876
44.0,Female,India,53876.66,50707.78,Savings,1,1,1,7,91802.1,0,1.0328767123287672
48.0,Female,UK,44046.28,28350.72,Checking,3,0,0,1,-1866.89,0,1.8493150684931507
61.0,Male,USA,86383.98,30858.27,Checking,2,1,0,5,56414.19,1,3.304109589041096
49.0,Male,France,23438.59,13357.48,Checking,2,0,1,1,96256.47,0,6.638356164383562
69.0,Male,USA,48119.33,43100.63,Checking,1,0,1,5,66858.28,0,2.7041095890410958
47.0,Male,India,46895.68,37084.07,Savings,2,0,1,2,55461.23,0,1.1945205479452055
35.0,Male,UK,76770.17,49257.7,Savings,4,0,0,6,127332.4,0,1.9917808219178081
33.0,Female,France,28090.56,59758.99,Business,4,1,1,6,36966.9,1,4.123287671232877
52.0,Female,Germany,60093.02,43974.05,Business,3,0,1,9,20011.81,0,7.6
26.0,Female,Germany,61966.33,11542.95,Business,1,1,1,2,61794.55,0,7.736986301369863
56.0,Male,France,83091.96,4760.19,Savings,3,1,1,6,100563.15,0,4.463013698630137
68.0,Female,France,38627.64,49615.81,Checking,3,1,1,1,47515.09,0,7.931506849315069
54.0,Female,India,27314.95,37402.37,Savings,4,0,1,10,18051.53,0,9.564383561643835
68.0,Male,UK,71876.21,70025.23,Checking,3,1,1,8,130442.65,0,6.7315068493150685
27.0,Male,France,25129.63,35498.3,Checking,3,1,0,8,115393.05,0,3.0246575342465754
69.0,Other,Germany,46931.52,452.16,Checking,1,0,1,9,88407.34,0,2.9013698630136986
29.0,Female,UK,54034.52,9683.28,Business,1,0,1,5,37991.11,0,6.427397260273972
25.0,Other,France,75393.61,19995.86,Checking,4,1,1,8,68812.48,1,3.356164383561644
20.0,Female,UK,21456.08,69826.4,Checking,4,1,1,6,128420.69,1,2.0164383561643837
36.0,Male,India,52597.19,58376.74,Checking,3,1,1,3,50598.91,0,1.9205479452054794
28.0,Male,Cambodia,60651.07,24278.35,Business,3,1,1,4,73598.03,0,4.542465753424658
25.0,Other,France,38474.21,31126.08,Checking,4,1,1,10,73372.89,0,4.7095890410958905
43.0,Male,France,51059.54,7750.89,Business,1,1,0,3,117421.42,0,5.745205479452054
40.0,Female,France,47323.11,57377.34,Savings,4,0,1,6,18458.66,0,1.6547945205479453
72.0,Male,UK,50901.26,53817.76,Savings,1,0,0,4,72288.41,1,2.7315068493150685
27.0,Male,Cambodia,82140.23,29479.37,Business,3,1,0,0,50322.99,1,9.169863013698631
29.0,Male,France,93458.51,43687.41,Savings,4,0,0,5,16685.98,0,4.249315068493151
43.0,Male,India,53165.35,39351.61,Checking,1,1,1,2,52071.41,0,9.098630136986301
28.0,Female,UK,79407.27,13765.06,Savings,2,0,0,4,52562.53,0,4.052054794520548
